Dealer Number,Dealer Name,Store Address Line 1,Store City
1802049,CAPITAL TIRE & AUTO OF SHAKOPEE,1248 VIERLING DR,SHAKOPEE
1804060,Capitol Car Care,207 CAPITOL ST,AUGUSTA
1803709,CAPITOL CITY TIRE & SERVICE,240 RIVERSIDE DRIVE,AUGUSTA
1811380,CAR CARE ADVANCED AUTO,11041 PARIS AVE S,HASTINGS
1813017,CAR CARE ADVANCED SERVICE CENTER,9865 NORMA LN,WOODBURY
1803633,CAR NEEDS,723 South Scales St,REIDSVILLE
1808212,Car X Auto Services,915 ILLINOIS ROUTE 22,FOX RIVER GROVE
1808814,Car X Tire & Auto Service - Portage,6693 US HWY 6,PORTAGE
1812596,CAR-DOC,4982 E VALLEY DR,WALNUTPORT
1922580,Carban LLC dba Millersville Automotive,36 Manor Ave,Millersville
1807319,CARBONDALE CAR CARE,1100 HWY 133,CARBONDALE
1904353,Carbone's Complete Auto Repair,1152 GRATIOT BLVD,MARYSVILLE
1807754,CARCO TIRE ONE,"204 E 1ST ST, SUITE C",FOSSTON
1802712,CARDINAL EXPRESS CARE,5710 INMAN ROAD,GREENSBORO
1802712,CARDINAL EXPRESS CARE,5710 INMAN ROAD,GREENSBORO
1810580,"CAREY'S AUTO SHOP, INC",3730 HICKORY BLVD,HUDSON
1804791,Carlton Tire,2335 S. MAIN STREET,LAKEPORT
1811150,Carmen's Wholesale,1801 BEDFORD ST,JOHNSTOWN
1807935,Carneys Complete Auto Service,455 S HOWELL,PINCKNEY
1958540,Carolina Tire & Tune LLC,204 E Highway 378 Bypass,Scranton
1983776,Carolina Wholesale Tire,324 W Main Street,Lake City
1803794,Carpenter Tire,14398 WARDS RD,LYNCHBURG
1803794,Carpenter Tire,14398 WARDS RD,LYNCHBURG
1802978,CARROLLS TIRE & AUTO SERVICE LLC.,113 5TH ST,FOWLER
1802868,CARRS CITY TIRE,1316 NORTH MAIN ST.,BAYTOWN
1805258,CARS TRUCKS ETC,218 E MAIN,GARDNER
1812984,CARSHOEZ INC,5535A NW 35TH AVE,FORT LAUDERDALE
1805326,CARSON CITY TIRE,18 PINE ROAD,AMHERST
1802627,Carter Tire,51708 S.R. 19 N.,ELKHART
1804794,CARWORX,729 SR 28,MILFORD
1812630,CARY'S REDDING TIRE FACTORY,300 LAKE BLVD.,REDDING
1811185,CASA DELLA TIRE,1009 NORTH WASHINGTON AVE,LIVINGTION
1804962,CASCADE TIRE PROS,1795 12TH ST SE,SALEM
1807659,Case Tire Service Inc,256 GRANDVIEW AVE,HONESDALE
1813223,CASEY'S TIRE & BRAKE,805 W HWY 82,GAINESVILLE
1808653,Casners Service Center,2777 William Penn Hwy.,Mifflintown
1939615,Casper Tire,705 N. Elma st.,Casper
1804643,Castle Bridge Tire,2780 CONNELLY SPRINGS RD,GRANITE FALLS
1802752,"CASTLEMAN TIRE & REPAIR, INC.",1880 STATE ROUTE 121S,MAYFIELD
1805773,CATON'S SUPER LUBE LLC,725 MAIN STREET,ALAMOSA
1802566,CAUSEWAY HONDA,457 RT 72 WEST,MANAHAWKIN
1811232,CAVANAL TIRE & AUTO,1003 N PAUL MATHIS DR,POTEAU
1801936,CBJ TIRE & ALIGNMENT,710 West Hwy 82,GAINESVILLE
1803140,CC AUTO,1270 LOUISVILLE RD.,HARRODSBURG
1812845,CC MOTORSPORTS,108 FRIENDLY RD,MOREHEAD CITY
1813149,CC Rosen and Sons,9389 LEE HIGHWAY,MOUNT CRAWFORD
1813149,CC Rosen and Sons,9389 LEE HIGHWAY,MOUNT CRAWFORD
1806548,CCAW AUTOMOTIVE GROUP,P0 B0X 18706,ATLANTA
1811761,CD TIRE23 NATALIA,P0 B0X 885,NATALIA
1813413,CECIL & SON'S DISCOUNT TIRES,204 E. MORROW RD.,SAND SPRINGS
1922850,Cecils Tire and Jenny Lube,415 N State Route 2,New Martinsville
1802542,Ceja Quality Tire,51 HEALDSBURG AVE,HEALDSBURG
1804833,Ceja Tire,896  NORTH STATE ST.,UKIAH
1809736,CENTER SERVICE INC.,118 YORK RD.,KINGS MOUNTAIN
1904916,Center Tire Inc,1740 E Deuce of Clubs,Show Low
1810423,CENTERVILLE SERVICE CENTER,140 N. MAIN ST,CENTERVILLE
1806225,CENTRAL AVE AUTO REPAIR,39 CENTRAL AVE,AYER
1812755,CENTRAL AVENUE PIT CREW,PO BOX 1126,MALTA
1808376,"CENTRAL MISSOURI TIRE, LLC",323 MIDLAND DRIVE,JEFFERSON CITY
1812500,CENTRAL TIRE & AUTO,1512  1ST  STREET SW,WILLMAR
1805026,CENTRAL TIRE COMPANY,1307 Main St,SANFORD
1802210,Central Tire Inc dba Cooper Tire & Auto Service,1111 S. TILLOTSON AVE,MUNCIE
1811618,Central Wisconsin Wholesale Auto Parts LLC,1209 E MAIN ST,MERRILL
1802593,Certified Performance & Auto Repair Inc,1030 INDUSTRIAL CT,MOSCOW MILLS
1802229,CFI TIRE SERVICE INC,1520 EAST SOUTH OMAHA BRIDGE RD.,COUNCIL BLUFFS
1805556,CHAD'S AUTO REPAIR INC,605 1ST ST,SPRINGFIELD
1933349,Champs Auto Repair #3,16805 N 67th Ave,Glendale
1802453,CHAPPELL TIRE,4325 MOBILE HWY,MONTGOMERY
1921244,Chappell Tire Service 2,1407 Highway 82 W,Prattville
1803238,CHAPPELL'S TIRE INC.,3895 TURTLE HATCH RD,SPRINGFIELD
1812323,Charlie's Auto Body & Repair,3617 ROUTE 22,Somerville
1805629,Charlie's Tire,PO BOX 1646,BREVARD
1812884,CHARLIE'S TIRE SALES,413 S 3RD ST,IRONTON
1809383,CHARLIES GARAGE,1247 WATERLOO ROAD,MOGADORE
1807632,Charlotte Harbor Exhaust,4135 Tamiami Trail,Port Charlotte
1803213,CHARLTON TIRE & REPAIR,3399 SECOND ST. SOUTH,FOLKSTON
1917170,Checotah Quick Lube & Tire LLC,800 W Gentry Ave,Checotah
1809050,Chenango Sales Inc,976 State Hwy 12,GREENE
1803898,"CHER-BAN TIRE SERVICE, INC.",1200 Lincoln Hwy,North Versailles
1812079,Cherry’s Tire & Services Inc.,1945 EAST FRONT ST,LOGAN
1809151,CHERRYDALE MOTORS,3412 LEE HIGHWAY,ARLINGTON
1802413,Chiappones Tire,557 West Main St,Watertown
1806639,"CHICAGO TIRE, INC.",16001 S VAN DRUNEN,SOUTH HOLLAND
1811891,Chickasaw Tire,916 N JACKSON ST,HOUSTON
1812119,Chicks Services Inc,338 BROADVIEW AVE,WARRENTON
1806293,Childers Inc.,P0 B0X 728,Colstrip
1809591,Childs Automotive,211 EDIE RD,SARATOGA SPRINGS
1812564,Childs Tire Inc - O'Fallon,810 W TERRA LN,OFALLON
1813333,CHILSON INC,3443 S HWY 93,EAU CLAIRE
1809794,Chippewa Auto Repair,24 NORTH PORTAGE STREET,DOYLESTOWN
1806073,Chips Grand Tire,312 MAIN ST,MOAB
1808477,CHIPS SERVICE CENTER,518 WASHINGTON AVE,PORTLAND
2024723,Choctaw Transportation,3210 Enterprise Blvd.,Durant
1812696,Chris Hunters Auto Repair Inc.,612 SOUTH AVE.,SECANE
1983130,Chris's Double D Tire,2160 E Route 66,Flagstaff
1812990,CHRISTEN BROTHERS SERVICE LLP,55 BOWLAVARD AVE,BELLEVILLE
1932358,Christensen Enterprises South db Action Gator Tire,377 S Federal Hwy,Deerfield Beach
1809872,CHRISTIAN BROTHERS AUTOMOTIVE - WOODWAY,101 ARCHWAY DRIVE,WOODWAY
1806588,"Christiansen Tire & Alignment, Inc.",586 Woodland Lake Rd.,ROME
1803356,Christophers Car Care,36 N THOMAS RD.,TALLMADGE
1809984,CHUBS BATTERY & TIRE,1011 S OLIVE STREET,CHELSEA
1897211,Chuck A Taylor LLC DBA Terry Wynter Auto Service,3811 Fowlers Street,Fort Myers
1810753,CHUCK WAIT TIRE,21 East Main St,MOWRYSTOWN
1808897,CHUCKS  AUTOMOTIVE,653 BURNSIDE AVENUE,EAST HARTFORD
1802315,CHURCH'S TIRE PROS,511 SOUTH CEDAR AVENUE,SOUTH PITTSBURG
1804925,CIANCI TIRE,40 WILLIAMSON RD.,GREENVILLE
1805542,Ciccone & Son's,177-179 Woodstock Ave.,Rutland
1806295,"CIRCLE B REPAIRS & SPLES, LLC",P O BOX 96,FAIRVIEW
1807773,CIRCLE D TIRE CENTER,34 SUNNY MEADOWS DR,HATTIESBURG
1811562,CIRCLE D TIRE STORE,646 Hwy 26 East,Poplarville
1803331,CIRCLE STAR QUICK LUBE & TIRE,296 NW HWY 69,LEONARD
1803916,CIRCLE TIRE & GAS,101 W. ASH ST,GOLDSBORO
1803916,CIRCLE TIRE & GAS,101 W. ASH ST,GOLDSBORO
1804911,City Limit Tire,P0 B0X 1676,SPARTA
1811303,City Service Station,7 EAST 1ST STREET,BOONVILLE
1807130,CITY TIRE,300 NORTH WALNUT ST,FAIRMONT
1806222,City Tire & Auto Center,P0 B0x 128,Pikeville
1805515,City Tire & Service,43 S. MAYSVILLE ST,MT. STERLING
1806333,CITY TIRE AUTO CENTER,65 JOLINE RD,PORT JEFFERSON STATION
1812763,CITY TIRE SERVICE,1800 EAST PIKE,ZANESVILLE
1811034,City Tire Service,1325 Spartanburg Hwy,HENDERSONVILLE
1803996,CJ'S TIRE,91 BEN FRANKLIN HWY WEST,BIRDSBORO
1804282,CLAIBORNE FARMERS CO-OP,605 3RD. ST.,NEW TAZEWELL
1812741,CLANTON TIRE,5669 COUNTY ROAD 9,CLANTON
1808305,Claremore Tire,625 W. WILL ROGERS BLVD.,CLAREMORE
1812807,CLARK TIRE,P0 B0X  222,SHATTUCK
1811517,CLARK TIRE COMPANY,16441 HWY. 52,VERSAILLES
1803878,CLARK'S AUTOMOTIVE INC,600 WIETHAUPT RD,FLORISSANT
1803698,Clarkesville Motor Company,202 Grant St,CLARKESVILLE
1807535,Clarksville Tire,7392 HWY 58,CLARKSVILLE
1807535,Clarksville Tire,7392 HWY 58,CLARKSVILLE
1807558,CLAY TIRE SALES,1082 NORTH STATE HWY 7,GRAYSON
1804628,"Claybrook Tire, Inc.",101 South Glenn St.,Stoneville
1931537,Clayton's Service Station,21264 Main St,Ranburne
1806437,CLAYTON'S TIRE PROS,11501 S REDWOOD RD,SOUTH JORDAN
1805218,Clearfield Tire and Recapping,102 West 2nd Ave,Clearfield
1801868,Clearview Tire & Auto Service,1079 NORTH MAIN STREET,HOPKINSVILLE
1812197,CLEMENTS AUTO REPAIR,1510 E LINCOLNWAY,VALPARAISO
1808686,CLEVELAND AUTO & TIRE CO INC,462 3RD AVE,ELIZABETH
1812750,Clewell Motors,1280 S WASHINGTON ST,CONSTANTINE
1807039,Clicks Tire Service,22592 E. MARTIN,PORTER
1803759,CLIFF'S AUTOMOTIVE LLC,410 MAIN STREET,TERRYVILLE
1808146,CLINE AUTO & TIRE,106 MACKWOOD RD,MOORESVILLE
1802561,Clinton Auto Service,3723 ST RT 12B,CLINTON
1802522,CLINTON TIRE & EXHAUST,231 N. 3RD ST.,CLINTON
1806962,CLINTON TIRE & REPAIR,640 HIGH STREET,CLINTON
1931981,Clinton Wheel Alignment,112 Southeast Blvd,Clinton
1811382,CLINTONS TIRE,401 EAST GRAHAM STREET,PRYOR
1811006,CLONINGER AUTO REPAIR,2629 DALLAS CHERRYVILLE HWY,BESSEMER CITY
1801925,"CLOUSER AUTO, INC",231 W JACKSON ST,AUBURN
1811155,CLOVE BRANCH MUFFLER,1122 RTE 82,HOPEWELL JCT
1810088,CLOVERDALE AUTOMOTIVE & TIRES,210 S CLOVERDALE BLVD,CLOVERDALE
1935970,Cloverdale Service Center,432 Cloverdale Road,Montgomery
1809379,CLYDE FULK EXXON,619 East Main St.,PILOT MOUNTAIN
1809379,CLYDE FULK EXXON,619 East Main St.,PILOT MOUNTAIN
1970282,CM Music,185 Spring Brook Ct,Jefferson
1801832,Coastal Tire,608 VINSON BLVD.,WHITEVILLE
1811549,COATTI'S SERVICE STATION,366 S MIDDLETOWN RD,NANUET
1804029,"COBB AUTOMOTIVE MACHINE SHOP, INC",1724 ALABAMA HWY 21 SOUTH,OXFORD
1810117,Cobb Tire,301 UNIVERSITY RIDGE,GREENVILLE
1802751,COBRE TIRE,5156 MIDLAND ROAD,BILLINGS
1808013,CODY TIRE,816 S. MAIN ST.,LANCASTER
2036188,Coffey Tire and Brake,724 S Dumas Ave,DUMAS
1805887,COGAN STATION TIRE & AUTO CENTER LLC,4341 LYCOMING CREEK ROAD REAR,COGAN STATION
1809284,COGGIN HONDA ST. AUGUSTINE,2925 US HWY 1 SOUTH,ST. AUGUSTINE
1803859,COGGIN HONDA SUPERSTORE / CH MOTORS LTD,11003 ATLANTIC BLVD,JACKSONVILLE
1804021,COGGIN NISSAN REGENCY,10600 ATLANTIC BLVD,JACKSONVILLE
1804714,COGGS TIRE,2670 CORTEZ ST.,OXNARD
1807210,COLE STREET SERVICE,210 West Cole St,MOUNDRIDGE
1808379,COLLIER TIRE,3906 EXCHANGE AVENUE SUITE B,NAPLES
1919388,Collins & Sons,56 Bay Street,Baxley
1804445,COLLINS EXHAUST AND TIRE LLC,2637 MT VERNON RD,NEWARK
1802147,COLLINS TIRE CENTER,30 NORTH CENTRAL,UMATILLA
1980165,Collinsville Auto Repair,146 Powder Mill Rd,Canton
1804805,COLONIAL TIRE FORD TRUCK SALES INC. – RICHMOND,1833 COMMERCE RD.,RICHMOND
1804805,COLONIAL TIRE FORD TRUCK SALES INC. – RICHMOND,1833 COMMERCE RD.,RICHMOND
1808337,COLORADO  CAB,4625 TOWN CENTER DR,COLORADO SPRINGS
1802184,COLORADO TIRE & SERVICE,1541 CHAMBERS RD,AURORA
1802257,COLUMBIA MARATHON,24497 SPRAGUE ROAD,COLUMBIA STATION
1808360,COLUMBUS TIRE,710 N. HIGHSCHOOL AVE,COLUMBUS
1917169,Colville Tire,560 N Railroad,Colville
1809840,Commercial Tire - Kalamazoo,1338 KING HWY,KALAMAZOO
1803917,"COMMERCIAL TIRE CENTERS, INC.",2144 W. CRAWFORD,SALINA
1806036,Commercial Tire Service,725 23 1/2 Rd,GRAND JUNCTION
1809700,COMMERCIAL TIRE SERVICE,1105 N 30TH,MELROSE PARK
1809699,"COMMERCIAL TIRE SERVICES, INC",605 E NORTH AVE,GLENDALE HEIGHTS
1806196,COMMUNITY TIRE,1270 S WATER AVE,GALLATIN
1802161,COMMUNITY TIRE,123 E. DURANGO ST,PHOENIX
2042461,Complete Auto Repair,255 Old Nyack Turnpike,Chestnut Ridge
1917163,"Complete Automotive Repair Specialists, LLC",160 Sebethe Drive,Cromwell
1806121,COMPLETE CAR CARE - CHICAGO,3424 W 111 ST,CHICAGO
1804907,COMPLETE TIRE SERVICE INC,204 HIGH STREET,ELLSWORTH
1809109,CONCORD TIRE CENTER,1772 EAST ST,CONCORD
1805997,Confident car Repair and Tire,7525 TYLER BOULEVARD,MENTOR
1803520,CONLEY BROTHERS TIRE,P0 B0X 261,STAFFORDSVILLE
1806716,CONNELL CAR CARE INC,310 S KNISS,LUVERNE
1808675,Conquest Auto Sales,10175 ST RT 38,PORT BYRON
1805114,CONRAD TIRE & AUTO INC,P0 B0X 656,CONRAD
1812995,CONRAD TIRE & AUTO INC,1028 JOHNSTON RD,THOMASVILLE
1812995,CONRAD TIRE & AUTO INC,1028 JOHNSTON RD,THOMASVILLE
2023550,Consumer Tire,216 Cherry St,Chardon
1804054,CONSUMERS COOP OIL COMPANY,PO BOX 14,CLARKFIELD
1812506,CONTRACTORS TIRE CO.,861 WHITE CIRCLE CT NW,MARIETTA
1804814,CONVOY TIRE,170 Blackbrook Rd,Painesville
1809946,Conway Tire & Battery,2201 HARKRIDER St.,CONWAY
1803650,CONYERS TIRE CO,588 SIGMAN RD,CONYERS
1804748,COON RAPIDS NISSAN,3300 129TH AVE NW,COON RAPIDS
1807399,COOPER BROTHERS TIRE & AUTOMOTIVE,936 N WASHINGTON AVE,GREEN BROOK
1921638,Cooper Oil Co,33 S Central Avenue,Hamlin
1934618,Cooper Tire of Pratt,1202 E 1st Street,Pratt
1806731,Cooperative Elevator,969 E PINE ST,SEBEWAING
1806733,Cooperative Elevator - Pigeon,7211 E MICHIGAN AVE,PIGEON
1806989,Cooperative Energy Co.,1708 Pierce Ave,SIBLEY
1804115,COOPERATIVE PRODUCERS INC.,265 North Showboat Blvd,HASTINGS
1804932,Coopers Automotive of Layfayette Inc,905 SOUTH PUBLIC RD,LAFAYETTE
1810449,COOPS GARAGE & FASTLUBE,803 East Main St,CUSHING
1808884,COPLEY AUTO & COLLISION,3902 COPLEY ROAD,COPLEY
1810317,Corbin Alignment and Tire Shop,1319 MOORE STREET,HUNTINGDON
1806757,CORBYS TIRE & MUFFLER,1075 GUNDER RD,ELKADER
1811080,Corklin Tire Sales,15 Market Street,Union City
1802899,CORNER CAR CARE,1999 MAIN ST,MOHEGAN LAKE
1802200,CORNER SERVICE & TIRE LLC,PO BOX 136,ELGIN
1803805,Corner Tire,849 HARRISON AVE,PANAMA CITY
1812681,CORONEL TIRES,4426 1/2  S. VERMONT AVE,LOS ANGELES
1808373,CORRIDOR H TIRE,2656 OLD WESTON RD,BUCKHANNON
1801990,CORWIN CHRYSLER DODGE,1906 BURLINGTON LANE,WEST FARGO
1811955,CORWIN HONDA,5124 10TH AVE S,FARGO
1802472,CORWIN TOYOTA,222 40TH STREET SOUTH,FARGO
1802331,COSHOCTON TIRE & RETREADING INC.,110 WEST PINE STREET,COSHOCTON
1811813,COTTRILLS CAR CARE LLC,1237 N PLEASANTS HWY,SAINT MARYS
1810640,COUCH'S AUTO REPAIR & SALES,101 MAIN,AGENCY
1813275,COUNTRY AUTOMOTIVE,700 EAST NORTH STREET,ELBURN
1802130,Country Club Service Center,2811 Old Kings Hwy,Keysville
1802130,Country Club Service Center,2811 Old Kings Hwy,Keysville
1810929,COUNTRY CREEK AUTO,11850 E. MAIN RD,NORTHEAST
1809897,COUNTRY TIRE,PO BOX 8,BLAIR
1803051,COUNTRY TIRE,15290 RIVER ROAD,GUERNVILLE
1813474,COUNTY LINE BP,11029 DURHAM RD,TIMBERLAKE
1813474,COUNTY LINE BP,11029 DURHAM RD,TIMBERLAKE
1809529,COUNTY LINE TIRE,1922 ANDERSON HWY,POWHATAN
1809529,COUNTY LINE TIRE,1922 ANDERSON HWY,POWHATAN
1805585,COUNTY LINE TIRE & AUTO SERVICE,9730 MANCHESTER RD,ROCK HILL
1813566,"COUNTY TIRE & SERVICE, INC.",505 S. CENTER ST.,CAMBRIDGE CITY
1809753,COVELO WESTERN AUTO,76381 COVELO RD,COVELO
2025365,Cowin Service,210 N 1st,Kilbourne
1813228,COWPOKE FEEDS,164 Main,Springfield
1805496,COX CONOCO,201 East Railroad,MANCOS
1807111,Coy Wiles Tire Co.,807 E COLLIN RAY,DEQUEEN
1811897,CR SMITH RADIATOR & AUTO REPAIR INC,2515 W MARKET STREET,YORK
1805525,CRAFTSBURY GARAGE,42 South Main St,CRAFTSBURY
1801991,CRAIG AND LISA AUTO,1520 ROUTE 37W,TOMS RIVER
1812157,CRAIG'S TIRE SERVICE,121 W. MARKET ST.,ROCKPORT
1811971,CRAIGS AUTO REPAIR,821 N 16TH ST,CHARITON
1805491,CRANES AUTOMOTIVE SERVICE INC,332 W MAIN,HONEOYE FALLS
1804906,CRANFORD SERVICE,23 SOUTH AVE WEST,CRANFORD
1807444,Cratty's Tire Service,3414 PINE AVE,ERIE
1810422,CRAWFORD TIRE LLC,332 S PITTS,MARSHFIELD
1802754,CRAZY JOE'S AUTO SALES,685 CARY AVENUE,STATEN ISLAND
1810161,Creamery Tire,P0 B0X 8,CREAMERY
2028329,Creekside Auto Sales,4630 Bardstown Road,Elizabethtown
1807854,CRESCENT SERVICE & AUTO CENTER,127 North Egg Harbor Rd,HAMMONTON
1803591,CREST RIDGE TIRE & AUTO LLC,507 NW US 50 HWY,CENTERVIEW
1810766,CRESTVIEW TIRE & WHEEL,615 N FERDEN BLVD,CRESTVIEW
1804744,CROPPER'S I TOWING & TIRES INC.,160 CRANES CORNER,FREDERICKSBURG
1809041,CROSS CREEK SUBARU,497 N. MCPHERSON CHURCH RD.,FAYETTEVILLE
1809802,CROSS DILLON TIRE,4101 WEST O ST,LINCOLN
1809803,CROSS DILLON TIRE,11403 S 153RD ST,OMAHA
1813196,Crossroads Tire,P O BOX 13,MIDLAND
1810876,CROSSROADS TIRE SERVICE,2905 N LAURENT ST.,VICTORIA
1807431,CROSSVILLE TIRE & APPLIANCE,3250 NORTH MAIN,CROSSVILLE
1810703,Croswell Tire,5042 PECK ROAD,CROSWELL
1806379,Crothers Tire Co,110 LINWOOD AVE,WHITINSVILLE
1811685,CROWE TIRE & BATTERY SERVICES,1640 N. MAIN ST,HAZARD
1804509,CROWN TIRE,330 State Hwy 36,PORT MONMOUTH
1802579,CSC AUTOMOTIVE,1400 METALS DR,CHARLOTTE
1806737,CST AUTOMOTIVE - 12TH STREET AUTO CARE,2812 W 12TH ST,SIOUX FALLS
1810330,CUEVAS TIRE,619 N. SANBORN RD.,SALINAS
1802424,CUMMINS AUTO CENTER,4372 WILLOW-LENOXBURG RD,FOSTER
1812890,CUNICO TIRE COMPANY INC,1042 SOUTH 2ND ST,RATON
1813459,CURRIE'S TIRE,599 WEST AVENUE,NORWALK
1803774,CURRIER TIRE,805 West Front St,BURR OAK
1802791,CURRY HONDA,26 NORDIC DRIVE EAST,CORTLAND MANOR
1986871,Curtis Super 40,4167 State Route 40,Argyle
1803903,CURTS QUALITY AUTO CENTER INC,7370 NORTH RIDGE ROAD EAST,MADISON
1809587,Curts Service Inc,24821 VALLEY WOOD DR,SOUTH LYON
1812725,Custom Auto Care,2010 Northway Rd,Williamsport
1801811,Custom Automotive,4548 US Hwy 62,Calvert City
1803169,CUSTOM COMPLETE AUTOMOTIVE,6800 SOUTH LAKOTA RIDGE LANE,COLUMBIA
1812511,CUSTOM TIRE &AUTO,339 PINE ISLAND RD,NORTH FORT MYERS
1811854,CUSTOM TIRE ASSOCIATES,1200 MAIN ST,BRADLEY BEACH
1805615,Custom Tire Inc,4500 W 137TH ST,CRESTWOOD
1802544,Custom Wheels Outlet Inc.,32712 182nd AVE,AVON
1806246,Cut Bank Tire,301 West Main ST,Cut Bank
1801795,CUT RATE AUTO,1368 IMLAY CITY RD,LAPEER
1801654,CW'S AUTO SERVICE,409 W Seaboard Street,BLADENBORO
1804310,D & C TIRE PRO'S,1130 Old York Rd,RINGOES
1812810,D & D TIRE & SERVICE CENTER,Hwy 142 East at City Limits,DONIPHAN
1807703,D & D TIRE INC,P0 B0X 318,JESUP
1808402,D & D TIRE SALES INC,1431 S. 11TH ST,NILES
1804424,D & E GARAGE,4202 SHAMROCK CIRCLE,RADFORD
1804424,D & E GARAGE,4202 SHAMROCK CIRCLE,RADFORD
1810757,"d & n auto specialists,llc.",230 tavern road,martinsburg
1805787,D & S AUTO REPAIR,14 SOUTH MAIN STREET,KENT
1806085,D & S AUTOMOTIVE & DETAILING LLC,551 MAIN STREET,HUDSON
1806995,D & S GARAGE,665 STATE ROUTE 33,MILLSTONE TOWNSHIP
1807490,D & S Tire Inc,P0 B0X 387,WRAY
1808922,D&D AUTO LLC,41 TUCKER DR,WETUMPKA
1812505,D&D AUTO PARTS,61 Franklin Turnpike,MAHWAH
1804511,D&D Auto Repair & Alignment,402 MAIN ST.,NEODESHA
1802450,D&E AUTO,2860 HICKORY VALLEY ROAD,CHATTANOOGA
1807099,D&E DISCOUNT AUTO SUPPLY INC,1518 PECAN ST,COMMERCE
2036746,D&M Autoworks Sales & Service LLC,942 Main St,Winstead
1806182,D&W TIRE INC,51 Lockland Ave,LUDLOW
1806581,DAE - DETROIT AUTO ELECTRIC,21040 COOLIDGE HWY,OAK PARK
1809023,DAHLGREN GARAGE INC,17061 DAHLGREN RD,KING GEORGE
1806449,DAILEY TIRE AND AUTO,520 BOYERS RD,HARRISVILLE
1804343,Dakota Frontier Cooperative,94 Broadway,Napoleon
1806434,Dakota-K Auto Repair & Tire Center,3450 N OLD ARLINGTON HEIGHTS RD,ARLINGTON HEIGHTS
1802882,Dale's Auto Service,398 N. HIGHLAND LAKE ROAD,FLAT ROCK
1805519,DALES TIRE & AUTOMOTIVE INC,982 TRAPHILL ROAD,HAYS
1804328,DALHART CONSUMERS,2005 E 16th #11,DALHART
1804965,DALLAS WHOLESALE TIRE,216 LEGION RD,DALLAS
1809657,Dally Tire Co,109 W CHICAGO ST,COLDWATER
1922859,"Dalps Fuel Mart & Automotive, LLC",43201 Mount Hope Rd.,Lafferty
1809518,DALY & SON CAR CARE,25600 MAIN STREET,ARDMORE
1808058,DAMIANS AUTO SERVICE,6200 15 MILE RD,STERLING HEIGHTS
1802816,DAMPER'S AUTO SERVICE,7981 LORAIN RD,CLEVELAND
1807428,DAN DILLINGER,PO BOX 5097,CONNEAUT LAKE
1899919,Dan Ray Tires,273 North Daleville Ave,Daleville
1808960,DAN'S AUTO CENTRE OF MINERAL POINT LLC,1050 FOUNTAIN ST,MINERAL POINT
1801942,DAN'S TIRE,6730 2nd Ave West,WILLISTON
1807477,Dan's Tire & Auto Service,46A  4TH STREET,GREENFIELD
1813105,DANFORD TIRE DBA SHAFFNER TIRE,107 AUDLEY,LAPORTE
1802115,DANIELS TIRE SERVICE,634 N. NC HWY 150,LEXINGTON
1802115,DANIELS TIRE SERVICE,634 N. NC HWY 150,LEXINGTON
1806158,Danny's Muffler & Tire,1501 EAST DOWNING St.,TAHLEQUAH
1922851,Dannys Auto Shop,625 3rd Ave,Two Harbors
1809312,Dannys Tire & Quick Lube,2053 SOUTH SHADY ST.,MOUNTAIN CITY
1805235,DANVILLE TIRE & ALIGNMENT,23 W. WASHINGTON STREET,DANVILLE
1804601,DARRELL'S SHELL SERVICE,4300 SW 21ST ST.,TOPEKA
1809698,Darrell's Tire & Alignment,1019 N. WALNUT,MADISON
1806256,Darryls Auto Service Inc,994 CARTER ST,ROCHESTER
1804242,DASCO LLC DBA SATANTA AUTO & TIRE,B0X 730,SATANTA
1810055,DAVE & DEANS QUALITY TIRE INC,166 HWY 51 North,WOODRUFF
1802688,DAVE KRING,1861 US 31 North,PETOSKEY
1804357,DAVE'S COLONIAL MOTORS,7426 STATE ROUTE 54,BATH
1806507,DAVE'S WEST FARGO TIRE,1225 E MAIN AVE,WEST FARGO
1806749,Daves Roseville Auto Care Inc.,2171 N HAMLINE AVE,ROSEVILLE
1804016,Daves Super Tire,612 N MAIN ST,HUBBARD
1804651,DAVES TIRE,4810 KANAWHA BLVD. EAST,CHARLESTON
1805830,Daves' Tire & Auto Repair,PO BOX 1004,CANAAN
1802395,David Hendrickes & Sons,202 MAIN ST,EMMAUS
1811814,DAVID HOBBS HONDA,6100 N GREEN BAY RD,GLENDALE
1803422,DAVID'S AUTO SERVICE - PISGAH SHELL,209 NORTH CALDWELL STREET,BREVARD
1812111,"DAVID'S CERTIFIED AUTO REPAIR, LLC",351 COVINGTON TRAIL,SUN PRAIRIE
1811468,DAVID'S COMMERCIAL TIRE,4625 RUTLEDGE PIKE,KNOXVILLE
1809554,DAVIS AUTOMOTIVE LLC,16200 W HWY 62,PRAIRE GROVE
1810435,DAVIS BROS INC,351 E 1ST STREET,AKRON
1807330,DAVIS BROTHERS AUTOMOTIVE,109 DAVE WARLICK DR,LINCOLNTON
1813169,DAVIS TIRE,131 S PAINT ST,CHILLICOTHE
1810298,"DAVIS TIRE & RETREADING, INC",2137 GREENSBORO AVE,TUSCALOOSA
1811908,DAVIS TIRE CO.,1601 W. NEW BERN RD.,KINSTON
1922382,DAVY MOTOR CO. LLC,25260 US HWY 23,CIRCLEVILLE
1806929,DAWSON MOTORS,45 OAKLAND AVE,WARWICK
1812811,Dawson's Exxon,PO BOX 347,ORANGE
