,Business Name,Address,City,State,Membership/Store Number,Tire Brands Carried,Sales Group,Cooper Region,Date Registered,User Status,Points Earned,Courses Complete,Generated Key,Edit Distance,IsMatch,Activity Score,Heirarchy
3703,American Tire Disributors,11503 Pocomoke Ct,Middle River,Maryland,,Both,South Atlantic Territory 04,South Atlantic,03/23/2016,Enabled,385.0,15,american11503pocmiddleri,14,NotDupe,High,G
2181,American Tire Distributor,11680 Dayton Drive,Rancho Cucamonga,California,,Both,Western Territory 02,Western,07/28/2015,Enabled,1611.0,85,american11680dayranchocu,0,Dupe,High,G
2182,American Tire Distributor,11680 Dayton Drive,Rancho Cucamonga,California,,Both,Western Territory 02,Western,07/28/2015,Enabled,1061.0,69,american11680dayranchocu,14,NotDupe,High,G
3413,American Tire Distributors,121 Wilshire  Blvd.,Edgewood,New York,148911717,Cooper,Eastern Territory 07,Eastern,02/03/2016,Enabled,45.0,4,american121wilshedgewood,0,Dupe,Low,G
3421,American Tire Distributors,121 Wilshire Blvd,Edgewood,New York,,Both,Eastern Territory 07,Eastern,02/04/2016,Enabled,2.0,1,american121wilshedgewood,0,Dupe,Low,G
3411,American Tire Distributors,121 wilshire blvd,edgewood,New York,1489,Cooper,Eastern Territory 07,Eastern,02/03/2016,Enabled,105.0,6,american121wilshedgewood,13,NotDupe,Medium,G
4352,American Tire Distributors,12200 Herbert Wayne Court,Huntersville,North Carolina,,Both,South Atlantic Territory 03,South Atlantic,09/20/2016,Enabled,135.0,8,american12200herhuntersv,0,Dupe,Medium,G
4706,American Tire Distributors,12200 Herbert Wayne Court Ste 150,Huntersville,North Carolina,201468,Cooper,South Atlantic Territory 03,South Atlantic,01/04/2017,Enabled,342.0,20,american12200herhuntersv,0,Dupe,High,G
3948,American Tire Distributors,12200 Herbert Wayne Ct Suite 150,Huntersville,North Carolina,1489,Mastercraft,South Atlantic Territory 03,South Atlantic,05/19/2016,Enabled,944.0,60,american12200herhuntersv,0,Dupe,High,G
2923,American Tire Distributors,12200 Herbert Wayne Ct. Suite 150,Huntersville,North Carolina,1489,Cooper,South Atlantic Territory 03,South Atlantic,11/24/2015,Enabled,1010.0,74,american12200herhuntersv,14,NotDupe,High,G
2549,American Tire Distributors,1310 E.Buckley,Brownfield,Texas,,Cooper,South Central Territory 06,South Central,10/01/2015,Enabled,1515.0,84,american1310ebucbrownfie,13,NotDupe,High,Unique
3376,American Tire Distributors,13335 Order Drive,Santa Fe Springs,California,,Cooper,Western Territory 02,Western,01/29/2016,Enabled,1140.0,77,american13335ordsantafes,0,Dupe,High,G
3208,american tire distributors,13335 orden drive,santa fe springs,California,,Both,Western Territory 02,Western,01/08/2016,Enabled,1058.0,75,american13335ordsantafes,0,Dupe,High,G
4619,American Tire Distributor,13335 Orden Dr,Santa Fe Springs,California,,Both,Western Territory 02,Western,12/07/2016,Enabled,1174.0,82,american13335ordsantafes,0,Dupe,High,G
2976,American Tire Distributors,13335 Orden Drive,Santa Fe Springs,California,,Both,Western Territory 02,Western,12/04/2015,Enabled,4.0,2,american13335ordsantafes,0,Dupe,Low,G
2959,American Tire Distributors,13335 Orden Drive,Santa Fe Springs,California,,Both,Western Territory 02,Western,12/02/2015,Enabled,966.0,70,american13335ordsantafes,14,NotDupe,High,G
4432,American Tire Distributors,1415 W Commerce Way,Lincoln,Nebraska,,Both,Mid West Territory 08,Midwest,10/17/2016,Enabled,5.0,2,american1415wcomlincoln,0,Dupe,Low,G
3874,AMERICAN TIRE DISTRIBUTORS,1415 W. COMMERCE WAY,LINCOLN,Nebraska,,Cooper,Mid West Territory 08,Midwest,05/03/2016,Enabled,595.0,27,american1415wcomlincoln,3,Dupe,High,G
3875,American Tire Distributors,1415 West Commerce Way,Lincoln,Nebraska,,Cooper,Mid West Territory 08,Midwest,05/03/2016,Enabled,35.0,4,american1415westlincoln,0,Dupe,Low,G
3200,American Tire Distributors,1415 West Commerce Way,Lincoln,Nebraska,,Cooper,Mid West Territory 08,Midwest,01/07/2016,Enabled,500.0,47,american1415westlincoln,0,Dupe,High,G
3814,American Tire Distributors,1415 West Commerce Way,Lincoln,Nebraska,,Cooper,Mid West Territory 08,Midwest,04/18/2016,Enabled,131.0,14,american1415westlincoln,13,NotDupe,High,G
5712,American Tire Distributors,15530 East Euclid Ave,Spokane Valley,Washington,,Both,Western Territory 05,Western,09/11/2017,Enabled,25.0,4,american15530easspokanev,2,Dupe,Low,G
4809,American Tire Distributors,15530 Euclid Ave,Spokane Valley,Washington,,Mastercraft,Western Territory 05,Western,01/25/2017,Enabled,0.0,0,american15530eucspokanev,0,Dupe,No Activity,G
3787,American Tire Distributors,15530 Euclid Ave,Spokane Valley,Washington,,Mastercraft,Western Territory 05,Western,04/12/2016,Enabled,445.0,17,american15530eucspokanev,12,NotDupe,High,G
89,American Tire,165 Route 206,Chester,New Jersey,952742,Cooper,Eastern Territory 07,Eastern,07/02/2014,Enabled,1245.0,75,american165routechester,0,Dupe,High,G
88,American Tire,165 Route 206,Chester,New Jersey,952742,Cooper,Eastern Territory 07,Eastern,07/02/2014,Enabled,1192.0,78,american165routechester,0,Dupe,High,G
247,American Tire & Auto Care,165 Route 206,Chester,New Jersey,952742,Cooper,Eastern Territory 07,Eastern,09/11/2014,Enabled,85.0,7,american165routechester,14,NotDupe,Medium,G
4183,AMERICAN TIRE DISTRIBUTORS,1701 VANTAGE DR,CARROLLTON,Texas,201071,Cooper,South Central Territory 06,South Central,07/27/2016,Enabled,447.0,18,american1701vantcarrollt,0,Dupe,High,G
4184,American Tire Distributors,1701 Vantage dr suit 103,carrollton,Texas,201071,Cooper,South Central Territory 06,South Central,07/27/2016,Enabled,892.0,69,american1701vantcarrollt,11,NotDupe,High,G
1510,American Tire Distributors,17200 MANCHAC PARK LANE,Baton Rouge,Louisiana,,Cooper,South Central Territory 01,South Central,04/07/2015,Enabled,75.0,5,american17200manbatonrou,0,Dupe,Low,G
1486,American Tire Distributors,17200 MANCHAC PARK LANE,Baton Rouge,Louisiana,,Cooper,South Central Territory 01,South Central,04/03/2015,Enabled,5.0,4,american17200manbatonrou,14,NotDupe,Low,G
3599,American Tire Distributors,1815 S 4650 W,Salt Lake City,Utah,,Both,Western Territory 01,Western,03/09/2016,Enabled,5.0,3,american1815s465saltlake,14,NotDupe,Low,Unique
4061,American Tire Distributors,19900  S  SUSANA RD,COMPTON,California,232912,Cooper,Western Territory 02,Western,06/20/2016,Enabled,4.0,1,american19900ssucompton,10,NotDupe,Low,Unique
2443,American Tire Distributors,1991 Dunlap Way,Casper,Wyoming,,Both,Western Territory 06,Western,09/17/2015,Enabled,921.0,69,american1991dunlcasper,13,NotDupe,High,Unique
4955,American Tire & Auto,219 3rd Ave,Fairbanks,Alaska,,Cooper,Western Territory 05,Western,02/27/2017,Enabled,1029.0,73,american2193rdavfairbank,0,Dupe,High,G
3768,American Tire,219 3rd Avenue,Fairbanks,Alaska,,Cooper,Western Territory 05,Western,04/07/2016,Enabled,748.0,55,american2193rdavfairbank,13,NotDupe,High,G
3459,American Tire Distributor,220 O'Connell Way,East Taunton,Massachusetts,,Cooper,Eastern Territory 04,Eastern,02/10/2016,Enabled,5.0,2,american220oconneasttaun,12,NotDupe,Low,Unique
628,American Tire Distributors,2291 Sweeney Drive,CLINTON,Pennsylvania,,Mastercraft,Eastern Territory 06,Eastern,01/27/2015,Enabled,25.0,4,american2291sweeclinton,0,Dupe,Low,G
627,American Tire Distributors,2291 Sweeney Drive,Clinton,Pennsylvania,,Both,Eastern Territory 06,Eastern,01/27/2015,Enabled,1520.0,86,american2291sweeclinton,14,NotDupe,High,G
239,American Tire,2302 Route 516,Old Bridge,New Jersey,952742,Cooper,Eastern Territory 07,Eastern,08/29/2014,Enabled,115.0,8,american2302routoldbridg,0,Dupe,Medium,G
92,American Tire,2302 Route 516,Old Bridge,New Jersey,952742,Cooper,Eastern Territory 07,Eastern,07/02/2014,Enabled,621.0,65,american2302routoldbridg,11,NotDupe,High,G
626,American Tire Distributors,23371 Aurora Rd,Bedford HTs,Ohio,,Mastercraft,Eastern Territory 06,Eastern,01/27/2015,Enabled,105.0,7,american23371aurbedfordh,15,NotDupe,Medium,Unique
4448,American Tire Distributors,250 Northstar Dr,Rural Hall,North Carolina,,Cooper,South Atlantic Territory 02,South Atlantic,10/19/2016,Enabled,30.0,1,american250northruralhal,13,NotDupe,Low,Unique
5519,American Tire Distributors,25250 Regency Dr.,Novi,Michigan,,Both,Mid West Territory 04,Midwest,07/28/2017,Enabled,1099.0,82,american25250regnovi,0,Dupe,High,G
5520,American Tire Distributor,25250 Regency Drive,Novi,Michigan,,Both,Mid West Territory 04,Midwest,07/28/2017,Enabled,475.0,15,american25250regnovi,0,Dupe,High,G
4703,American Tire Distrubutors,25250 Regency Drive,Novi,Michigan,,Both,Mid West Territory 04,Midwest,01/03/2017,Enabled,1099.0,81,american25250regnovi,0,Dupe,High,G
5644,American Tire Distributors,25250 Regency Drive,Novi,Michigan,,Both,Mid West Territory 04,Midwest,08/23/2017,Enabled,765.0,33,american25250regnovi,11,NotDupe,High,G
4400,AMERICAN TIRE AND AUTO,281 RT 22 EAST,GREENBROOK,New Jersey,952742,Cooper,Eastern Territory 07,Eastern,10/05/2016,Enabled,279.0,47,american281rt22egreenbro,3,Dupe,High,G
83,American Tire,281 US 22,Green Brook Township,New Jersey,952742,Cooper,Eastern Territory 07,Eastern,07/02/2014,Enabled,65.0,6,american281us22greenbro,0,Dupe,Medium,G
85,American Tire,281 US 22,Green Brook Township,New Jersey,952742,Cooper,Eastern Territory 07,Eastern,07/02/2014,Enabled,177.0,10,american281us22greenbro,0,Dupe,Medium,G
84,American Tire,281 US 22,Green Brook Township,New Jersey,952742,Cooper,Eastern Territory 07,Eastern,07/02/2014,Enabled,879.0,48,american281us22greenbro,13,NotDupe,High,G
698,American Tire Distributors,2830 E Jean St,Springfield,Missouri,,Cooper,Mid West Territory 07,Midwest,02/02/2015,Enabled,1466.0,74,american2830ejeaspringfi,0,Dupe,High,G
692,American Tire Distributors,2830 E Jean St,Springfield,Missouri,,Cooper,Mid West Territory 07,Midwest,02/02/2015,Enabled,369.0,28,american2830ejeaspringfi,0,Dupe,High,G
703,American Tire Distributors,2830 E Jean St,Springfield,Missouri,,Cooper,Mid West Territory 07,Midwest,02/02/2015,Enabled,1131.0,74,american2830ejeaspringfi,0,Dupe,High,G
704,American Tire Distributors,2830 E Jean St,Springfield,Missouri,,Cooper,Mid West Territory 07,Midwest,02/02/2015,Enabled,675.0,27,american2830ejeaspringfi,13,NotDupe,High,G
4186,American Tire Distributors,2900 West Bus Hwy 83,McAllen,Texas,,Cooper,South Central Territory 04,South Central,07/27/2016,Enabled,65.0,5,american2900westmcallen,13,NotDupe,Low,Unique
4134,American Tire Distributors,3000 35th Avenue North,Birmingham,Alabama,,Cooper,South Central Territory 03,South Central,07/18/2016,Enabled,7.0,4,american300035thbirmingh,11,NotDupe,Low,Unique
3915,AMERICAN TIRE DISTRIBUTORS,300 HARRIS DRIVE,POCA,West Virginia,,Both,South Atlantic Territory 04,South Atlantic,05/11/2016,Enabled,2.0,1,american300harripoca,11,NotDupe,Low,Unique
3310,American Tire Distributors,305 Erie Ave.,Morton,Illinois,548,Cooper,Mid West Territory 05,Midwest,01/22/2016,Enabled,75.0,6,american305erieamorton,0,Dupe,Medium,G
3300,American Tire Distributors,305 Erie Ave.,Morton,Illinois,,Cooper,Mid West Territory 05,Midwest,01/21/2016,Enabled,1270.0,87,american305erieamorton,11,NotDupe,High,G
3779,AMERICAN TIRE DISTRIBUTORS,3064 S CHESTNUT,FRESNO,California,,Both,Western Territory 04,Western,04/08/2016,Enabled,25.0,3,american3064schefresno,13,NotDupe,Low,Unique
1523,American Tire Distributors,3101 N. Lamb Blvd #110,Las Vegas,Nevada,,Both,Western Territory 04,Western,04/07/2015,Enabled,349.0,31,american3101nlamlasvegas,4,NotDupe,High,Unique
1305,American Tire Distributors,3101 N. Lamb Blvd #110,No. Las Vegas,Nevada,,Both,Western Territory 04,Western,03/20/2015,Enabled,768.0,59,american3101nlamnolasveg,12,NotDupe,High,Unique
1113,American Tire,3101 South Cushman,Fairbanks,Alaska,,Cooper,Western Territory 05,Western,02/25/2015,Enabled,165.0,11,american3101soutfairbank,0,Dupe,High,G
4262,American Tire & Auto,3101 South Cushman,Fairbanks,Alaska,,Cooper,Western Territory 05,Western,08/20/2016,Enabled,929.0,67,american3101soutfairbank,0,Dupe,High,G
3799,American Tire,3101 South Cushman,Fairbanks,Alaska,,Cooper,Western Territory 05,Western,04/13/2016,Enabled,5.0,4,american3101soutfairbank,0,Dupe,Low,G
1996,American Tire,3101 South Cushman,Fairbanks,Alaska,,Cooper,Western Territory 05,Western,06/09/2015,Enabled,5.0,3,american3101soutfairbank,14,NotDupe,Low,G
91,American Tire,3275 Quakerbridge Rd,Mercerville,New Jersey,952742,Cooper,Eastern Territory 07,Eastern,07/02/2014,Enabled,195.0,15,american3275quakmercervi,14,NotDupe,High,Unique
4182,American Tire Distributors,350 Railhead Rd,Fort Worth,Texas,,Both,South Central Territory 06,South Central,07/27/2016,Enabled,5.0,2,american350railhfortwort,0,Dupe,Low,G
4181,American Tire Distributors,350 Railhead Rd,Fort Worth,Texas,,Both,South Central Territory 06,South Central,07/27/2016,Enabled,1036.0,79,american350railhfortwort,9,NotDupe,High,G
1477,American Tire & Auto,3562 Neely Road,Fort Wainwright,Alaska,,Cooper,Western Territory 05,Western,04/02/2015,Enabled,4.0,2,american3562neelfortwain,14,NotDupe,Low,Unique
3539,American Tire Distribuitors,3808 219th Ave SE,Sammamish,Washington,mschuessler@atd-us.com,Cooper,Western Territory 05,Western,02/29/2016,Enabled,5.0,2,american3808219tsammamis,14,NotDupe,Low,Unique
3219,American Tire Distributors,3915 Delaware Ave Suite 5,Des Moines,Iowa,,Cooper,Mid West Territory 08,Midwest,01/11/2016,Enabled,752.0,55,american3915deladesmoine,0,Dupe,High,G
3229,American Tire Distributors,3915 Delaware Ave Suite 5,Des Moines,Iowa,148950313,Cooper,Mid West Territory 08,Midwest,01/13/2016,Enabled,5.0,2,american3915deladesmoine,0,Dupe,Low,G
3238,American Tire Distributors,3915 Delaware Ave Suite 5,Des Moines,Iowa,148950313,Mastercraft,Mid West Territory 08,Midwest,01/14/2016,Enabled,36.0,8,american3915deladesmoine,14,NotDupe,Medium,G
2698,American Tire Distributors,420 Industrial Park Road,Cullman,Alabama,,Cooper,South Central Territory 03,South Central,10/19/2015,Enabled,195.0,9,american420induscullman,0,Dupe,Medium,G
2822,American Tire Distributors,420 Industrial Park Road,Cullman,Alabama,,Cooper,South Central Territory 03,South Central,11/05/2015,Enabled,5.0,3,american420induscullman,0,Dupe,Low,G
2567,AMERICAN TIRE DISTRIBUTORS,420 Industrial Park Road,CULLMAN,Alabama,148935055,Cooper,South Central Territory 03,South Central,10/02/2015,Enabled,4.0,2,american420induscullman,0,Dupe,Low,G
2566,American tire Distributors,420 Industrial Park Road,cullman,Alabama,140,Cooper,South Central Territory 03,South Central,10/02/2015,Enabled,75.0,7,american420induscullman,9,NotDupe,Medium,G
1653,American Tire Distributors,4223 N. Garnett Rd,Tulsa,Oklahoma,American Tire,Cooper,South Central Territory 02,South Central,04/22/2015,Enabled,65.0,5,american4223ngartulsa,0,Dupe,Low,G
1670,American Tire Distributors,4223 N. Garnett Rd,Tulsa,Oklahoma,,Both,South Central Territory 02,South Central,04/23/2015,Enabled,5.0,3,american4223ngartulsa,10,NotDupe,Low,G
2995,AMERICAN TIRE DISTRIBUTORS,4410 EAGLE FALLS PLACE,TAMPA,Florida,117,Cooper,South Atlantic Territory 06,South Atlantic,12/07/2015,Enabled,185.0,6,american4410eagltampa,0,Dupe,Medium,G
2994,American Tire Distributors,4410 Eagle Falls Pl,Tampa,Florida,,Cooper,South Atlantic Territory 06,South Atlantic,12/07/2015,Enabled,4.0,1,american4410eagltampa,13,NotDupe,Low,G
3661,American Tire Distributor,4501 Carolina Ave,Richmond,Virginia,,Both,South Atlantic Territory 02,South Atlantic,03/17/2016,Enabled,49.0,7,american4501carorichmond,0,Dupe,Medium,G
3669,American Tire Distributors,4501 Carolina Ave,Richmond,Virginia,,Both,South Atlantic Territory 02,South Atlantic,03/18/2016,Enabled,5.0,2,american4501carorichmond,14,NotDupe,Low,G
3947,American Tire Distributors,4625 Hollins Ferry Rd,Halethorpe,Maryland,,Both,South Atlantic Territory 04,South Atlantic,05/19/2016,Enabled,2.0,1,american4625hollhalethor,0,Dupe,Low,G
3767,American Tire Distributors,4625 Hollins Ferry Road,Halethorpe,Maryland,,Both,South Atlantic Territory 04,South Atlantic,04/07/2016,Enabled,1150.0,84,american4625hollhalethor,0,Dupe,High,G
2135,AMERICAN TIRE DISTRIBUTORS,4625 Hollins Ferry Road,HALETHORPE,Maryland,,Both,South Atlantic Territory 04,South Atlantic,07/17/2015,Enabled,151.0,29,american4625hollhalethor,0,Dupe,High,G
3855,American Tire Distributors,4625 Hollins Ferry rd,Halethorpe,Maryland,,Both,South Atlantic Territory 04,South Atlantic,04/27/2016,Enabled,891.0,68,american4625hollhalethor,0,Dupe,High,G
3849,American Tire Distributors,4625 Hollins Ferry RD,Halethorpe,Maryland,,Both,South Atlantic Territory 04,South Atlantic,04/27/2016,Enabled,1170.0,83,american4625hollhalethor,0,Dupe,High,G
5025,American Tire Distributors,4625 Hollins Ferry Road,Halethorpe,Maryland,200506,Cooper,South Atlantic Territory 04,South Atlantic,03/14/2017,Enabled,0.0,0,american4625hollhalethor,2,Dupe,No Activity,G
2625,American Tire Distributors,4625 Hollins Ferry Road,Halethrope,Maryland,,Both,South Atlantic Territory 04,South Atlantic,10/09/2015,Enabled,409.0,29,american4625hollhalethro,13,NotDupe,High,G
5321,American Tire Distributor,4689 Industry Drive,Medford,Oregon,,Both,Western Territory 07,Western,06/07/2017,Enabled,0.0,0,american4689indumedford,15,NotDupe,No Activity,Unique
363,American Tire Distributor,4723 Capital Circle NW,Tallahassee,Florida,,Cooper,South Atlantic Territory 06,South Atlantic,10/28/2014,Enabled,155.0,9,american4723capitallahas,0,Dupe,Medium,G
362,American Tire Disributors,4723 Capital Circle NW,Tallahassee,Florida,,Cooper,South Atlantic Territory 06,South Atlantic,10/28/2014,Enabled,501.0,31,american4723capitallahas,13,NotDupe,High,G
638,American Tire Distributors,4871 Corporate St. SW,canton,Ohio,,Mastercraft,Mid East 03,Eastern,01/28/2015,Enabled,205.0,15,american4871corpcanton,0,Dupe,High,G
637,American Tire Distributors,4871 Corporate St. SW,canton,Ohio,,Mastercraft,Eastern Territory 06,Eastern,01/28/2015,Enabled,205.0,15,american4871corpcanton,0,Dupe,High,G
644,American Tire Distributors,4871 Corporate St. SW,Canton,Ohio,,Mastercraft,Eastern Territory 06,Eastern,01/28/2015,Enabled,55.0,5,american4871corpcanton,0,Dupe,Low,G
655,American Tire Distributors,4871 Corporate St. SW,Canton,Ohio,,Both,Eastern Territory 06,Eastern,01/29/2015,Enabled,1574.0,85,american4871corpcanton,0,Dupe,High,G
656,American Tire Distributors,4871 Corporate St. SW,Canton,Ohio,,Both,Mid East 03,Eastern,01/29/2015,Enabled,1574.0,85,american4871corpcanton,0,Dupe,High,G
2105,American Tire Distributors,4871 Corporate St. SW,Canton,Ohio,Canton,Mastercraft,Mid East 03,Eastern,07/14/2015,Enabled,912.0,59,american4871corpcanton,0,Dupe,High,G
2104,American Tire Distributors,4871 Corporate St. SW,Canton,Ohio,Canton,Mastercraft,Eastern Territory 06,Eastern,07/14/2015,Enabled,912.0,59,american4871corpcanton,0,Dupe,High,G
645,American Tire Distributors,4871 Corporate St. SW,Canton,Ohio,,Mastercraft,Mid East 03,Eastern,01/28/2015,Enabled,55.0,5,american4871corpcanton,11,NotDupe,Low,G
4190,American Tire Distributors,4975 Fannett Rd,Beaumont,Texas,,Cooper,South Central Territory 01,South Central,07/28/2016,Enabled,1076.0,74,american4975fannbeaumont,15,NotDupe,High,Unique
4588,American Tire,500 Hwy 49 S,Richland,Mississippi,,Cooper,South Central Territory 03,South Central,11/29/2016,Enabled,45.0,5,american500hwy49richland,11,NotDupe,Low,Unique
885,American Tire Distributors,5015 S. Water Circle,Wichita,Kansas,,Cooper,Mid West Territory 07,Midwest,02/09/2015,Enabled,5.0,2,american5015swatwichita,0,Dupe,Low,G
696,American Tire Distributor,5015 S. Water Circle,Wichita,Kansas,,Cooper,Mid West Territory 07,Midwest,02/02/2015,Enabled,185.0,13,american5015swatwichita,0,Dupe,High,G
695,American Tire Distributor,5015 S. Water Circle,Wichita,Kansas,,Cooper,Mid West Territory 07,Midwest,02/02/2015,Enabled,1176.0,62,american5015swatwichita,11,NotDupe,High,G
3287,American Tire Distributors,50 US Rt 46,Totowa,New Jersey,,Both,Eastern Territory 07,Eastern,01/19/2016,Enabled,331.0,28,american50usrt46totowa,13,NotDupe,High,Unique
3081,American Tire Distributor,5100 Commerce Ave.,Moorpark,California,,Cooper,Western Territory 04,Western,12/15/2015,Enabled,745.0,51,american5100commmoorpark,14,NotDupe,High,Unique
3890,american tire distributors,521 8th st sw suite C,auburn,Washington,,Both,Western Territory 05,Western,05/04/2016,Enabled,1165.0,83,american5218thstauburn,0,Dupe,High,G
3996,American Tire Distributors,521 8th Street SW,Auburn,Washington,,Both,Western Territory 05,Western,05/26/2016,Enabled,939.0,73,american5218thstauburn,0,Dupe,High,G
4007,American Tire Distributor,521 8th Street SW,Auburn,Washington,,Both,Western Territory 05,Western,05/31/2016,Enabled,651.0,42,american5218thstauburn,0,Dupe,High,G
3998,American Tire Distributor,521 8th St SW,Auburn,Washington,,Both,Western Territory 05,Western,05/26/2016,Enabled,941.0,69,american5218thstauburn,1,Dupe,High,G
3889,American Tire Distributors,521 8th sw suite C,auburn,Washington,,Both,Western Territory 05,Western,05/04/2016,Enabled,931.0,69,american5218thswauburn,14,NotDupe,High,G
5233,American Tire Distributors,6240 NW Mastin Lake Road,Huntsville,Alabama,200591,Cooper,,,05/18/2017,Enabled,0.0,0,american6240nwmahuntsvil,14,NotDupe,No Activity,Unique
3766,American Tire Distributors,7051 Stuart Ave,Jacksonville,Florida,,Both,South Atlantic Territory 06,South Atlantic,04/07/2016,Enabled,971.0,70,american7051stuajacksonv,0,Dupe,High,G
3803,american tire distributors,7051 stuart ave,jacksonville,Florida,,Cooper,South Atlantic Territory 06,South Atlantic,04/14/2016,Enabled,860.0,60,american7051stuajacksonv,14,NotDupe,High,G
2871,American Tire Distributors,7433 North Leadbetter Road,Portland,Oregon,,Both,Western Territory 05,Western,11/16/2015,Enabled,155.0,6,american7433nortportland,0,Dupe,Medium,G
1483,American Tire Distributors,7433 North Leadbetter Road,Portland,Oregon,,Both,Western Territory 05,Western,04/02/2015,Enabled,481.0,36,american7433nortportland,0,Dupe,High,G
